"X" "pokedex_number" "name" "german_name" "japanese_name" "generation" "status" "species" "type_number" "type_1" "height_m" "weight_kg" "abilities_number" "ability_1" "total_points" "hp" "attack" "defense" "sp_attack" "sp_defense" "speed" "catch_rate" "growth_rate" "egg_type_number" "egg_type_1" "egg_cycles" "against_normal" "against_fire" "against_water" "against_electric" "against_grass" "against_ice" "against_fight" "against_poison" "against_ground" "against_flying" "against_psychic" "against_bug" "against_rock" "against_ghost" "against_dragon" "against_dark" "against_steel" "against_fairy" "nb" "nb1"
"264" 321 264 "Linoone" "Geradaks" "<U+30DE><U+30C3><U+30B9><U+30B0><U+30DE> (Massuguma)" 3 "Normal" "Rushing Pokémon" 1 "Normal" 0.5 32.5 3 "Pickup" 420 78 70 61 50 61 100 90 "Medium Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"265" 323 265 "Wurmple" "Waumpel" "<U+30B1><U+30E0><U+30C3><U+30BD> (Kemusso)" 3 "Normal" "Worm Pokémon" 1 "Bug" 0.3 3.6 2 "Shield Dust" 195 45 45 35 20 30 20 255 "Medium Fast" 1 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 3 0
"266" 324 266 "Silcoon" "Schaloko" "<U+30AB><U+30E9><U+30B5><U+30EA><U+30B9> (Karasalis)" 3 "Normal" "Cocoon Pokémon" 1 "Bug" 0.6 10 1 "Shed Skin" 205 50 35 55 25 25 15 120 "Medium Fast" 1 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 4 0
"267" 325 267 "Beautifly" "Papinella" "<U+30A2><U+30B2><U+30CF><U+30F3><U+30C8> (Agehunt)" 3 "Normal" "Butterfly Pokémon" 2 "Bug" 1 28.4 2 "Swarm" 395 60 70 50 100 50 65 45 "Medium Fast" 1 "Bug" 15 1 2 1 2 0.25 2 0.25 1 0 2 1 0.5 4 1 1 1 1 1 2 0
"268" 326 268 "Cascoon" "Panekon" "<U+30DE><U+30E6><U+30EB><U+30C9> (Mayuld)" 3 "Normal" "Cocoon Pokémon" 1 "Bug" 0.7 11.5 1 "Shed Skin" 205 50 35 55 25 25 15 120 "Medium Fast" 1 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 4 0
"269" 327 269 "Dustox" "Pudox" "<U+30C9><U+30AF><U+30B1><U+30A4><U+30EB> (Dokucale)" 3 "Normal" "Poison Moth Pokémon" 2 "Bug" 1.2 31.6 2 "Shield Dust" 385 60 50 70 50 90 65 45 "Medium Fast" 1 "Bug" 15 1 2 1 1 0.25 1 0.25 0.5 1 2 2 0.5 2 1 1 1 1 0.5 2 0
"270" 328 270 "Lotad" "Loturzel" "<U+30CF><U+30B9><U+30DC><U+30FC> (Hassboh)" 3 "Normal" "Water Weed Pokémon" 2 "Water" 0.5 2.6 3 "Swift Swim" 220 40 30 30 40 50 30 255 "Medium Slow" 2 "Grass" 15 1 1 0.25 1 1 1 1 2 0.5 2 1 2 1 1 1 1 0.5 1 0 0
"271" 329 271 "Lombre" "Lombrero" "<U+30CF><U+30B9><U+30D6><U+30EC><U+30ED> (Hasubrero)" 3 "Normal" "Jolly Pokémon" 2 "Water" 1.2 32.5 3 "Swift Swim" 340 60 50 50 60 70 50 120 "Medium Slow" 2 "Grass" 15 1 1 0.25 1 1 1 1 2 0.5 2 1 2 1 1 1 1 0.5 1 0 0
"272" 330 272 "Ludicolo" "Kappalores" "<U+30EB><U+30F3><U+30D1><U+30C3><U+30D1> (Runpappa)" 3 "Normal" "Carefree Pokémon" 2 "Water" 1.5 55 3 "Swift Swim" 480 80 70 70 90 100 70 45 "Medium Slow" 2 "Grass" 15 1 1 0.25 1 1 1 1 2 0.5 2 1 2 1 1 1 1 0.5 1 0 0
"273" 331 273 "Seedot" "Samurzel" "<U+30BF><U+30CD><U+30DC><U+30FC> (Taneboh)" 3 "Normal" "Acorn Pokémon" 1 "Grass" 0.5 4 3 "Chlorophyll" 220 40 40 50 30 30 30 255 "Medium Slow" 2 "Field" 15 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 1 0
"274" 332 274 "Nuzleaf" "Blanas" "<U+30B3><U+30CE><U+30CF><U+30CA> (Konohana)" 3 "Normal" "Wily Pokémon" 2 "Grass" 1 28 3 "Chlorophyll" 340 70 70 40 60 40 60 120 "Medium Slow" 2 "Field" 15 1 2 0.5 0.5 0.5 2 2 2 0.5 2 0 4 1 0.5 1 0.5 1 2 0 0
"275" 333 275 "Shiftry" "Tengulist" "<U+30C0><U+30FC><U+30C6><U+30F3><U+30B0> (Dirteng)" 3 "Normal" "Wicked Pokémon" 2 "Grass" 1.3 59.6 3 "Chlorophyll" 480 90 100 60 90 60 80 45 "Medium Slow" 2 "Field" 15 1 2 0.5 0.5 0.5 2 2 2 0.5 2 0 4 1 0.5 1 0.5 1 2 0 0
"276" 334 276 "Taillow" "Schwalbini" "<U+30B9><U+30D0><U+30E1> (Subame)" 3 "Normal" "TinySwallow Pokémon" 2 "Normal" 0.3 2.3 2 "Guts" 270 40 55 30 30 30 85 200 "Medium Slow" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 2 0
"277" 335 277 "Swellow" "Schwalboss" "<U+30AA><U+30AA><U+30B9><U+30D0><U+30E1> (Ohsubame)" 3 "Normal" "Swallow Pokémon" 2 "Normal" 0.7 19.8 2 "Guts" 455 60 85 60 75 50 125 45 "Medium Slow" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 2 0
"278" 336 278 "Wingull" "Wingull" "<U+30AD><U+30E3><U+30E2><U+30E1> (Camome)" 3 "Normal" "Seagull Pokémon" 2 "Water" 0.6 9.5 3 "Keen Eye" 270 40 30 30 55 30 85 190 "Medium Fast" 2 "Flying" 20 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 0 0
"279" 337 279 "Pelipper" "Pelipper" "<U+30DA><U+30EA><U+30C3><U+30D1><U+30FC> (Pelipper)" 3 "Normal" "Water Bird Pokémon" 2 "Water" 1.2 28 3 "Keen Eye" 440 60 50 100 95 70 65 45 "Medium Fast" 2 "Flying" 20 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 0 0
"280" 338 280 "Ralts" "Trasla" "<U+30E9><U+30EB><U+30C8><U+30B9> (Ralts)" 3 "Normal" "Feeling Pokémon" 2 "Psychic" 0.4 6.6 3 "Synchronize" 198 28 25 25 45 35 40 235 "Slow" 2 "Amorphous" 20 1 1 1 1 1 1 0.25 2 1 1 0.5 1 1 2 0 1 2 1 0 0
"281" 339 281 "Kirlia" "Kirlia" "<U+30AD><U+30EB><U+30EA><U+30A2> (Kirlia)" 3 "Normal" "Emotion Pokémon" 2 "Psychic" 0.8 20.2 3 "Synchronize" 278 38 35 35 65 55 50 120 "Slow" 2 "Amorphous" 20 1 1 1 1 1 1 0.25 2 1 1 0.5 1 1 2 0 1 2 1 0 0
"282" 340 282 "Gardevoir" "Guardevoir" "<U+30B5><U+30FC><U+30CA><U+30A4><U+30C8> (Sirnight)" 3 "Normal" "Embrace Pokémon" 2 "Psychic" 1.6 48.4 3 "Synchronize" 518 68 65 65 125 115 80 45 "Slow" 2 "Amorphous" 20 1 1 1 1 1 1 0.25 2 1 1 0.5 1 1 2 0 1 2 1 0 0
"283" 342 283 "Surskit" "Gehweiher" "<U+30A2><U+30E1><U+30BF><U+30DE> (Ametama)" 3 "Normal" "Pond Skater Pokémon" 2 "Bug" 0.5 1.7 2 "Swift Swim" 269 40 30 32 50 52 65 200 "Medium Fast" 2 "Bug" 15 1 1 0.5 2 1 0.5 0.5 1 0.5 2 1 1 2 1 1 1 0.5 1 1 0
"284" 343 284 "Masquerain" "Maskeregen" "<U+30A2><U+30E1><U+30E2><U+30FC><U+30B9> (Amemoth)" 3 "Normal" "Eyeball Pokémon" 2 "Bug" 0.8 3.6 2 "Intimidate" 454 70 60 62 100 82 80 75 "Medium Fast" 2 "Bug" 15 1 2 1 2 0.25 2 0.25 1 0 2 1 0.5 4 1 1 1 1 1 1 0
"285" 344 285 "Shroomish" "Knilz" "<U+30AD><U+30CE><U+30B3><U+30B3> (Kinococo)" 3 "Normal" "Mushroom Pokémon" 1 "Grass" 0.4 4.5 3 "Effect Spore" 295 60 40 60 40 60 35 255 "Fluctuating" 2 "Fairy" 15 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 1 0
"286" 345 286 "Breloom" "Kapilz" "<U+30AD><U+30CE><U+30AC><U+30C3><U+30B5> (Kinogassa)" 3 "Normal" "Mushroom Pokémon" 2 "Grass" 1.2 39.2 3 "Effect Spore" 460 60 130 80 60 60 70 90 "Fluctuating" 2 "Fairy" 15 1 2 0.5 0.5 0.5 2 1 2 0.5 4 2 1 0.5 1 1 0.5 1 2 0 0
"287" 346 287 "Slakoth" "Bummelz" "<U+30CA><U+30DE><U+30B1><U+30ED> (Namakero)" 3 "Normal" "Slacker Pokémon" 1 "Normal" 0.8 24 1 "Truant" 280 60 60 60 35 35 30 255 "Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 4 0
"288" 347 288 "Vigoroth" "Muntier" "<U+30E4><U+30EB><U+30AD><U+30E2><U+30CE> (Yarukimono)" 3 "Normal" "Wild Monkey Pokémon" 1 "Normal" 1.4 46.5 1 "Vital Spirit" 440 80 80 80 55 55 90 120 "Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 4 0
"289" 348 289 "Slaking" "Letarking" "<U+30B1><U+30C3><U+30AD><U+30F3><U+30B0> (Kekking)" 3 "Normal" "Lazy Pokémon" 1 "Normal" 2 130.5 1 "Truant" 670 150 160 100 95 65 100 45 "Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 4 0
"290" 349 290 "Nincada" "Nincada" "<U+30C4><U+30C1><U+30CB><U+30F3> (Tutinin)" 3 "Normal" "Trainee Pokémon" 2 "Bug" 0.5 5.5 2 "Compound Eyes" 266 31 45 90 30 30 40 255 "Erratic" 1 "Bug" 15 1 2 2 0 1 2 0.5 0.5 0.5 2 1 1 1 1 1 1 1 1 2 0
"291" 350 291 "Ninjask" "Ninjask" "<U+30C6><U+30C3><U+30AB><U+30CB><U+30F3> (Tekkanin)" 3 "Normal" "Ninja Pokémon" 2 "Bug" 0.8 12 2 "Speed Boost" 456 61 90 45 50 50 160 120 "Erratic" 1 "Bug" 15 1 2 1 2 0.25 2 0.25 1 0 2 1 0.5 4 1 1 1 1 1 2 0
"292" 351 292 "Shedinja" "Ninjatom" "<U+30CC><U+30B1><U+30CB><U+30F3> (Nukenin)" 3 "Normal" "Shed Pokémon" 2 "Bug" 0.8 1.2 1 "Wonder Guard" 236 1 90 45 30 30 40 45 "Erratic" 1 "Mineral" 15 0 2 0 0 0 0 0 0 0 2 0 0 2 2 0 2 0 0 4 0
"293" 352 293 "Whismur" "Flurmel" "<U+30B4><U+30CB><U+30E7><U+30CB><U+30E7> (Gonyonyo)" 3 "Normal" "Whisper Pokémon" 1 "Normal" 0.6 16.3 2 "Soundproof" 240 64 51 23 51 23 28 190 "Medium Slow" 2 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"294" 353 294 "Loudred" "Krakeelo" "<U+30C9><U+30B4><U+30FC><U+30E0> (Dogohmb)" 3 "Normal" "Big Voice Pokémon" 1 "Normal" 1 40.5 2 "Soundproof" 360 84 71 43 71 43 48 120 "Medium Slow" 2 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"295" 354 295 "Exploud" "Krawumms" "<U+30D0><U+30AF><U+30AA><U+30F3><U+30B0> (Bakuong)" 3 "Normal" "Loud Noise Pokémon" 1 "Normal" 1.5 84 2 "Soundproof" 490 104 91 63 91 73 68 45 "Medium Slow" 2 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"296" 355 296 "Makuhita" "Makuhita" "<U+30DE><U+30AF><U+30CE><U+30B7><U+30BF> (Makunoshita)" 3 "Normal" "Guts Pokémon" 1 "Fighting" 1 86.4 3 "Thick Fat" 237 72 60 30 20 30 25 180 "Fluctuating" 1 "Human-Like" 20 1 0.5 1 1 1 0.5 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"297" 356 297 "Hariyama" "Hariyama" "<U+30CF><U+30EA><U+30C6><U+30E4><U+30DE> (Hariteyama)" 3 "Normal" "Arm Thrust Pokémon" 1 "Fighting" 2.3 253.8 3 "Thick Fat" 474 144 120 60 40 60 50 200 "Fluctuating" 1 "Human-Like" 20 1 0.5 1 1 1 0.5 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"298" 357 298 "Azurill" "Azurill" "<U+30EB><U+30EA><U+30EA> (Ruriri)" 3 "Normal" "Polka Dot Pokémon" 2 "Normal" 0.2 2 3 "Thick Fat" 190 50 20 40 20 40 20 150 "Fast" 1 "Undiscovered" 10 1 0.5 1 1 1 0.5 1 2 1 1 1 0.5 1 0 0 0.5 2 1 1 0
"299" 358 299 "Nosepass" "Nasgnet" "<U+30CE><U+30BA><U+30D1><U+30B9> (Nosepass)" 3 "Normal" "Compass Pokémon" 1 "Rock" 1 97 3 "Sturdy" 375 30 45 135 45 90 30 255 "Medium Fast" 1 "Mineral" 20 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"300" 359 300 "Skitty" "Eneco" "<U+30A8><U+30CD><U+30B3> (Eneco)" 3 "Normal" "Kitten Pokémon" 1 "Normal" 0.6 11 3 "Cute Charm" 260 50 45 45 35 35 50 255 "Fast" 2 "Fairy" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 1 0
"301" 360 301 "Delcatty" "Enekoro" "<U+30A8><U+30CD><U+30B3><U+30ED><U+30ED> (Enekororo)" 3 "Normal" "Prim Pokémon" 1 "Normal" 1.1 32.6 3 "Cute Charm" 400 70 65 65 55 55 90 60 "Fast" 2 "Fairy" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 1 0
"302" 361 302 "Sableye" "Zobiris" "<U+30E4><U+30DF><U+30E9><U+30DF> (Yamirami)" 3 "Normal" "Darkness Pokémon" 2 "Dark" 0.5 11 3 "Keen Eye" 380 50 75 75 65 65 50 45 "Medium Slow" 1 "Human-Like" 25 0 1 1 1 1 1 0 0.5 1 1 0 1 1 1 1 1 1 2 1 0
"303" 363 303 "Mawile" "Flunkifer" "<U+30AF><U+30C1><U+30FC><U+30C8> (Kucheat)" 3 "Normal" "Deceiver Pokémon" 2 "Steel" 0.6 11.5 3 "Hyper Cutter" 380 50 85 85 55 55 50 45 "Fast" 2 "Fairy" 20 0.5 2 1 1 0.5 0.5 1 0 2 0.5 0.5 0.25 0.5 1 0 0.5 1 0.5 0 0
"304" 365 304 "Aron" "Stollunior" "<U+30B3><U+30B3><U+30C9><U+30E9> (Cokodora)" 3 "Normal" "Iron Armor Pokémon" 2 "Steel" 0.4 60 3 "Sturdy" 330 50 70 100 40 40 30 180 "Slow" 1 "Monster" 35 0.25 1 2 1 1 0.5 4 0 4 0.25 0.5 0.5 0.5 1 0.5 1 1 0.5 1 0
"305" 366 305 "Lairon" "Stollrak" "<U+30B3><U+30C9><U+30E9> (Kodora)" 3 "Normal" "Iron Armor Pokémon" 2 "Steel" 0.9 120 3 "Sturdy" 430 60 90 140 50 50 40 90 "Slow" 1 "Monster" 35 0.25 1 2 1 1 0.5 4 0 4 0.25 0.5 0.5 0.5 1 0.5 1 1 0.5 1 0
"306" 367 306 "Aggron" "Stolloss" "<U+30DC><U+30B9><U+30B4><U+30C9><U+30E9> (Bossgodora)" 3 "Normal" "Iron Armor Pokémon" 2 "Steel" 2.1 360 3 "Sturdy" 530 70 110 180 60 60 50 45 "Slow" 1 "Monster" 35 0.25 1 2 1 1 0.5 4 0 4 0.25 0.5 0.5 0.5 1 0.5 1 1 0.5 1 0
"307" 369 307 "Meditite" "Meditie" "<U+30A2><U+30B5><U+30CA><U+30F3> (Asanan)" 3 "Normal" "Meditate Pokémon" 2 "Fighting" 0.6 11.2 2 "Pure Power" 280 30 40 55 40 55 60 180 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 2 1 1 0.5 2 1 1 1 2 2 0
"308" 370 308 "Medicham" "Meditalis" "<U+30C1><U+30E3><U+30FC><U+30EC><U+30E0> (Charem)" 3 "Normal" "Meditate Pokémon" 2 "Fighting" 1.3 31.5 2 "Pure Power" 410 60 60 75 60 75 80 90 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 2 1 1 0.5 2 1 1 1 2 2 0
"309" 372 309 "Electrike" "Frizelbliz" "<U+30E9><U+30AF><U+30E9><U+30A4> (Rakurai)" 3 "Normal" "Lightning Pokémon" 1 "Electric" 0.6 15.2 3 "Static" 295 40 45 40 65 40 65 120 "Slow" 1 "Field" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 2 0
"310" 373 310 "Manectric" "Voltenso" "<U+30E9><U+30A4><U+30DC><U+30EB><U+30C8> (Livolt)" 3 "Normal" "Discharge Pokémon" 1 "Electric" 1.5 40.2 3 "Static" 475 70 75 60 105 60 105 45 "Slow" 1 "Field" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 2 0
"311" 375 311 "Plusle" "Plusle" "<U+30D7><U+30E9><U+30B9><U+30EB> (Prasle)" 3 "Normal" "Cheering Pokémon" 1 "Electric" 0.4 4.2 2 "Plus" 405 60 50 40 85 75 95 200 "Medium Fast" 1 "Fairy" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"312" 376 312 "Minun" "Minun" "<U+30DE><U+30A4><U+30CA><U+30F3> (Minun)" 3 "Normal" "Cheering Pokémon" 1 "Electric" 0.4 4.2 2 "Minus" 405 60 40 50 75 85 95 200 "Medium Fast" 1 "Fairy" 20 1 1 1 0.5 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"313" 377 313 "Volbeat" "Volbeat" "<U+30D0><U+30EB><U+30D3><U+30FC><U+30C8> (Barubeat)" 3 "Normal" "Firefly Pokémon" 1 "Bug" 0.7 17.7 3 "Illuminate" 430 65 73 75 47 85 85 150 "Erratic" 2 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 1 0
"314" 378 314 "Illumise" "Illumise" "<U+30A4><U+30EB><U+30DF><U+30FC><U+30BC> (Illumise)" 3 "Normal" "Firefly Pokémon" 1 "Bug" 0.6 17.7 3 "Oblivious" 430 65 47 75 73 85 85 150 "Fluctuating" 2 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 1 0
"315" 379 315 "Roselia" "Roselia" "<U+30ED><U+30BC><U+30EA><U+30A2> (Roselia)" 3 "Normal" "Thorn Pokémon" 2 "Grass" 0.3 2 3 "Natural Cure" 400 50 60 45 100 80 65 150 "Medium Slow" 2 "Fairy" 20 1 2 0.5 0.5 0.25 2 0.5 1 1 2 2 1 1 1 1 1 1 0.5 0 0
"316" 380 316 "Gulpin" "Schluppuck" "<U+30B4><U+30AF><U+30EA><U+30F3> (Gokulin)" 3 "Normal" "Stomach Pokémon" 1 "Poison" 0.4 10.3 3 "Liquid Ooze" 302 70 43 53 43 53 40 225 "Fluctuating" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"317" 381 317 "Swalot" "Schlukwech" "<U+30DE><U+30EB><U+30CE><U+30FC><U+30E0> (Marunoom)" 3 "Normal" "Poison Bag Pokémon" 1 "Poison" 1.7 80 3 "Liquid Ooze" 467 100 73 83 73 83 55 75 "Fluctuating" 1 "Amorphous" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"318" 382 318 "Carvanha" "Kanivanha" "<U+30AD><U+30D0><U+30CB><U+30A2> (Kibanha)" 3 "Normal" "Savage Pokémon" 2 "Water" 0.8 20.8 2 "Rough Skin" 305 45 90 20 65 20 65 225 "Slow" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 2 1 1 1 0 2 1 0.5 1 0.5 0.5 2 2 0
"319" 383 319 "Sharpedo" "Tohaido" "<U+30B5><U+30E1><U+30CF><U+30C0><U+30FC> (Samehader)" 3 "Normal" "Brutal Pokémon" 2 "Water" 1.8 88.8 2 "Rough Skin" 460 70 120 40 95 40 95 60 "Slow" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 2 1 1 1 0 2 1 0.5 1 0.5 0.5 2 2 0
"320" 385 320 "Wailmer" "Wailmer" "<U+30DB><U+30A8><U+30EB><U+30B3> (Hoeruko)" 3 "Normal" "Ball Whale Pokémon" 1 "Water" 2 130 3 "Water Veil" 400 130 70 35 70 35 60 125 "Fluctuating" 2 "Field" 40 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 1 0
"321" 386 321 "Wailord" "Wailord" "<U+30DB><U+30A8><U+30EB><U+30AA><U+30FC> (Whaloh)" 3 "Normal" "Float Whale Pokémon" 1 "Water" 14.5 398 3 "Water Veil" 500 170 90 45 90 45 60 60 "Fluctuating" 2 "Field" 40 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 1 0
"322" 387 322 "Numel" "Camaub" "<U+30C9><U+30F3><U+30E1><U+30EB> (Donmel)" 3 "Normal" "Numb Pokémon" 2 "Fire" 0.7 24 3 "Oblivious" 305 60 60 40 65 45 35 255 "Medium Fast" 1 "Field" 20 1 0.5 4 0 1 1 1 0.5 2 1 1 0.5 1 1 1 1 0.5 0.5 1 0
"323" 388 323 "Camerupt" "Camerupt" "<U+30D0><U+30AF><U+30FC><U+30C0> (Bakuuda)" 3 "Normal" "Eruption Pokémon" 2 "Fire" 1.9 220 3 "Magma Armor" 460 70 100 70 105 75 40 150 "Medium Fast" 1 "Field" 20 1 0.5 4 0 1 1 1 0.5 2 1 1 0.5 1 1 1 1 0.5 0.5 1 0
"324" 390 324 "Torkoal" "Qurtel" "<U+30B3><U+30FC><U+30BF><U+30B9> (Cotoise)" 3 "Normal" "Coal Pokémon" 1 "Fire" 0.5 80.4 3 "White Smoke" 470 70 85 140 85 70 20 90 "Medium Fast" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 2 0
"325" 391 325 "Spoink" "Spoink" "<U+30D0><U+30CD><U+30D6><U+30FC> (Baneboo)" 3 "Normal" "Bounce Pokémon" 1 "Psychic" 0.7 30.6 3 "Thick Fat" 330 60 25 35 70 80 60 255 "Fast" 1 "Field" 20 1 0.5 1 1 1 0.5 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"326" 392 326 "Grumpig" "Groink" "<U+30D6><U+30FC><U+30D4><U+30C3><U+30B0> (Boopig)" 3 "Normal" "Manipulate Pokémon" 1 "Psychic" 0.9 71.5 3 "Thick Fat" 470 80 45 65 90 110 80 60 "Fast" 1 "Field" 20 1 0.5 1 1 1 0.5 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"327" 393 327 "Spinda" "Pandir" "<U+30D1><U+30C3><U+30C1><U+30FC><U+30EB> (Patcheel)" 3 "Normal" "Spot Panda Pokémon" 1 "Normal" 1.1 5 3 "Own Tempo" 360 60 60 60 60 60 60 255 "Fast" 2 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 1 0
"328" 394 328 "Trapinch" "Knacklion" "<U+30CA><U+30C3><U+30AF><U+30E9><U+30FC> (Nuckrar)" 3 "Normal" "Ant Pit Pokémon" 1 "Ground" 0.7 15 3 "Hyper Cutter" 290 45 100 45 45 45 10 255 "Medium Slow" 2 "Bug" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 1 0
"329" 395 329 "Vibrava" "Vibrava" "<U+30D3><U+30D6><U+30E9><U+30FC><U+30D0> (Vibrava)" 3 "Normal" "Vibration Pokémon" 2 "Ground" 1.1 15.3 1 "Levitate" 340 50 70 50 50 50 70 120 "Medium Slow" 2 "Bug" 20 1 0.5 1 0 1 4 1 0.5 0 1 1 1 0.5 1 2 1 1 2 2 0
"330" 396 330 "Flygon" "Libelldra" "<U+30D5><U+30E9><U+30A4><U+30B4><U+30F3> (Flygon)" 3 "Normal" "Mystic Pokémon" 2 "Ground" 2 82 1 "Levitate" 520 80 100 80 80 80 100 45 "Medium Slow" 2 "Bug" 20 1 0.5 1 0 1 4 1 0.5 0 1 1 1 0.5 1 2 1 1 2 2 0
"331" 397 331 "Cacnea" "Tuska" "<U+30B5><U+30DC><U+30CD><U+30A2> (Sabonea)" 3 "Normal" "Cactus Pokémon" 1 "Grass" 0.4 51.3 2 "Sand Veil" 335 50 85 40 85 40 35 190 "Medium Slow" 2 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"332" 398 332 "Cacturne" "Noktuska" "<U+30CE><U+30AF><U+30BF><U+30B9> (Noctus)" 3 "Normal" "Scarecrow Pokémon" 2 "Grass" 1.3 77.4 2 "Sand Veil" 475 70 115 60 115 60 55 60 "Medium Slow" 2 "Grass" 20 1 2 0.5 0.5 0.5 2 2 2 0.5 2 0 4 1 0.5 1 0.5 1 2 1 0
"333" 399 333 "Swablu" "Wablu" "<U+30C1><U+30EB><U+30C3><U+30C8> (Tyltto)" 3 "Normal" "Cotton Bird Pokémon" 2 "Normal" 0.4 1.2 2 "Natural Cure" 310 45 40 60 40 75 50 255 "Erratic" 2 "Dragon" 20 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"334" 400 334 "Altaria" "Altaria" "<U+30C1><U+30EB><U+30BF><U+30EA><U+30B9> (Tyltalis)" 3 "Normal" "Humming Pokémon" 2 "Dragon" 1.1 20.6 2 "Natural Cure" 490 75 70 90 70 105 80 45 "Erratic" 2 "Dragon" 20 1 0.5 0.5 1 0.25 4 0.5 1 0 1 1 0.5 2 1 2 1 1 2 1 0
"335" 402 335 "Zangoose" "Sengo" "<U+30B6><U+30F3><U+30B0><U+30FC><U+30B9> (Zangoose)" 3 "Normal" "Cat Ferret Pokémon" 1 "Normal" 1.3 40.3 2 "Immunity" 458 73 115 60 60 60 90 90 "Erratic" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 3 0
"336" 403 336 "Seviper" "Vipitis" "<U+30CF><U+30D6><U+30CD><U+30FC><U+30AF> (Habunake)" 3 "Normal" "Fang Snake Pokémon" 1 "Poison" 2.7 52.5 2 "Shed Skin" 458 73 100 60 100 60 65 90 "Fluctuating" 2 "Dragon" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"337" 404 337 "Lunatone" "Lunastein" "<U+30EB><U+30CA><U+30C8><U+30FC><U+30F3> (Lunatone)" 3 "Normal" "Meteorite Pokémon" 2 "Rock" 1 168 1 "Levitate" 460 90 55 65 95 85 70 45 "Fast" 1 "Mineral" 25 0.5 0.5 2 1 2 1 1 0.5 0 0.5 0.5 2 1 2 1 2 2 1 4 0
